time	unixtime	クロ	コロナ	メア	乙津 夢	二階堂 真紅	二階堂 藍	南星 明日歩	夕凪 一夏	夜月 姫織	如月 澪	姫榊 こさめ	姫榊 こもも	小河坂 千波	敷島 鏡	杏藤 千和	東峰 つかさ	柊 ハル	橘 落葉	水ノ瀬 琴里	白羽 幸	蒼 衣鈴	螢 りんね	観波 加奈	雪々
2019/03/27 20:00	1553684400	1194	113	1669	6467	5551	158	221	135	66	238	180	216	175	101	434	103	284	523	173	781	172	703	109	1089
2019/03/27 21:00	1553688000	1195	113	1670	6476	5561	158	222	135	67	238	180	216	176	101	436	103	285	523	173	783	172	707	109	1091
2019/03/27 22:00	1553691600	1195	113	1672	6487	5573	158	223	137	67	238	180	216	176	101	439	103	285	524	174	784	172	710	110	1093
2019/03/27 23:00	1553695200	1198	113	1677	6505	5579	159	223	137	68	239	180	216	176	101	441	103	286	525	174	787	172	712	110	1093
2019/03/28 00:00	1553698800	1202	113	1679	6519	5585	159	223	137	68	240	183	218	176	101	441	103	286	526	174	789	173	714	110	1093
2019/03/28 01:00	1553702400	1204	113	1683	6533	5592	159	223	137	68	240	183	218	176	101	441	103	286	526	175	790	173	714	110	1095
2019/03/28 02:00	1553706000	1206	113	1685	6538	5605	159	223	137	68	240	183	218	176	101	442	103	286	527	175	790	175	714	110	1095
2019/03/28 03:00	1553709600	1208	113	1687	6538	5608	159	223	137	68	240	183	218	177	101	442	103	286	528	175	790	175	714	110	1095
2019/03/28 04:00	1553713200	1208	113	1688	6540	5612	159	223	137	68	240	183	218	177	101	443	103	286	529	175	791	175	714	110	1096
2019/03/28 05:00	1553716800	1209	113	1688	6551	5616	160	223	138	68	240	183	219	177	101	443	103	287	530	175	792	176	718	110	1097
2019/03/28 06:00	1553720400	1211	114	1689	6553	5617	160	223	139	68	240	183	219	177	101	443	103	287	533	175	792	178	719	110	1097
2019/03/28 07:00	1553724000	1212	114	1689	6560	5623	160	223	139	68	241	183	221	177	101	443	103	287	533	175	792	178	719	111	1099
2019/03/28 08:00	1553727600	1217	114	1693	6564	5636	160	224	141	68	241	184	222	177	101	443	103	287	533	176	795	178	720	111	1101
2019/03/28 09:00	1553731200	1218	114	1699	6586	5641	160	224	141	68	242	184	222	177	101	444	103	287	533	176	798	178	720	111	1102
2019/03/28 10:00	1553734800	1220	114	1701	6593	5643	161	224	141	68	242	185	222	177	101	444	103	287	533	177	800	178	724	112	1102
2019/03/28 11:00	1553738400	1220	115	1703	6614	5651	162	225	142	69	242	185	223	177	102	444	103	289	535	179	801	180	727	112	1104
2019/03/28 12:00	1553742000	1221	115	1704	6617	5656	162	225	142	69	242	185	223	177	102	445	103	291	535	179	801	180	728	112	1153
2019/03/28 13:00	1553745600	1222	115	1706	6629	5662	162	225	142	69	243	185	223	177	102	446	103	291	536	179	801	180	728	113	1164
2019/03/28 14:00	1553749200	1223	115	1710	6636	5670	162	225	142	69	243	186	223	177	102	446	103	291	536	179	804	180	728	113	1165
2019/03/28 15:00	1553752800	1223	115	1712	6637	5673	162	225	142	69	243	186	223	177	102	446	103	291	537	179	806	180	728	113	1166
2019/03/28 16:00	1553756400	1224	115	1715	6647	5675	162	225	142	69	244	187	223	178	102	447	103	291	537	179	812	180	728	113	1166
2019/03/28 17:00	1553760000	1225	115	1719	6652	5678	162	225	142	69	244	187	223	178	102	447	103	291	537	180	812	180	729	113	1167
2019/03/28 18:00	1553763600	1225	115	1721	6657	5685	162	225	142	69	244	187	223	178	102	447	103	292	537	180	813	180	732	113	1170
2019/03/28 19:00	1553767200	1229	115	1723	6673	5690	162	225	142	69	244	187	225	178	102	448	103	292	538	180	814	181	733	113	1189
2019/03/28 20:00	1553770800	1235	115	1725	6681	5696	162	226	142	69	244	187	225	178	102	448	103	293	540	181	815	182	733	113	1192
2019/03/28 21:00	1553774400	1238	115	1726	6687	5706	162	227	142	70	245	188	225	178	102	448	103	293	542	181	815	183	733	113	1193
2019/03/28 22:00	1553778000	1238	115	1728	6697	5713	162	227	143	70	245	189	225	178	102	449	103	294	544	181	817	183	736	113	1193
2019/03/28 23:00	1553781600	1239	115	1733	6705	5720	163	229	143	71	246	190	225	179	102	451	103	294	547	181	818	185	739	113	1195
2019/03/29 00:00	1553785200	1241	115	1737	6733	5728	163	229	144	71	247	191	227	179	102	451	103	294	550	181	824	185	741	114	1196
2019/03/29 01:00	1553788800	1243	115	1742	6748	5737	163	229	145	71	248	191	227	179	102	451	103	294	550	181	827	185	742	114	1200
2019/03/29 02:00	1553792400	1246	115	1742	6752	5749	164	229	145	71	248	191	228	179	102	451	103	296	550	181	828	185	743	114	1200
2019/03/29 03:00	1553796000	1249	115	1746	6760	5752	164	229	145	71	249	192	228	180	102	451	103	296	550	181	829	185	743	114	1201
2019/03/29 04:00	1553799600	1249	115	1748	6764	5756	164	229	145	71	249	192	228	180	102	451	103	297	550	181	829	185	744	114	1201
2019/03/29 05:00	1553803200	1250	115	1750	6764	5759	164	229	145	71	249	192	228	180	102	451	103	297	551	181	830	185	745	114	1202
2019/03/29 06:00	1553806800	1251	115	1750	6764	5763	164	229	145	71	249	192	229	180	102	451	103	297	553	181	830	186	745	114	1203
2019/03/29 07:00	1553810400	1254	115	1754	6780	5770	164	229	146	71	249	192	230	180	102	451	103	298	554	182	832	186	747	116	1207
2019/03/29 08:00	1553814000	1260	115	1758	6787	5782	165	229	146	71	250	192	231	180	102	451	103	298	555	182	833	186	749	116	1207
2019/03/29 09:00	1553817600	1260	115	1764	6805	5785	165	229	146	71	250	193	232	180	102	453	103	298	555	182	836	186	751	116	1208
2019/03/29 10:00	1553821200	1260	115	1766	6809	5791	165	230	146	71	252	194	233	181	102	453	103	298	555	183	840	189	754	116	1212
2019/03/29 11:00	1553824800	1262	115	1769	6814	5795	165	231	146	71	253	194	233	181	102	453	103	298	555	183	841	189	754	116	1213
2019/03/29 12:00	1553828400	1262	115	1772	6821	5797	165	231	146	73	253	194	233	181	102	453	103	298	556	183	841	189	755	116	1215
2019/03/29 13:00	1553832000	1264	115	1775	6836	5799	165	231	147	73	253	195	234	181	102	454	103	300	558	183	843	189	756	117	1217
2019/03/29 14:00	1553835600	1268	115	1778	6849	5802	166	233	147	73	253	195	235	181	102	455	104	301	559	183	845	189	758	118	1218
2019/03/29 15:00	1553839200	1268	115	1781	6852	5807	166	233	147	73	253	195	235	181	102	455	104	301	559	184	846	191	759	118	1218
2019/03/29 16:00	1553842800	1268	115	1783	6853	5809	166	233	147	73	253	198	235	181	102	455	104	301	559	184	849	192	759	118	1220
2019/03/29 17:00	1553846400	1268	115	1786	6860	5813	166	233	147	73	253	198	235	181	102	455	104	302	560	184	850	193	760	118	1221
2019/03/29 18:00	1553850000	1270	115	1789	6866	5818	166	233	148	73	253	198	236	181	102	455	104	302	560	184	851	193	760	118	1222
2019/03/29 19:00	1553853600	1276	115	1790	6868	5825	166	235	148	73	253	198	237	181	102	455	104	302	560	184	851	193	760	120	1227
2019/03/29 20:00	1553857200	1278	116	1793	6904	5836	166	235	149	73	255	198	241	182	103	457	104	304	563	186	855	195	763	120	1228
2019/03/29 21:00	1553860800	1280	116	1796	6925	5846	167	235	149	73	255	198	241	182	103	457	104	305	565	186	858	197	766	120	1228
2019/03/29 22:00	1553864400	1281	116	1798	6930	5859	167	236	149	73	255	199	241	182	103	457	104	305	566	186	861	198	767	120	1229
2019/03/29 23:00	1553868000	1281	116	1800	6935	5863	167	236	150	73	255	200	241	183	103	457	104	307	568	188	862	198	768	120	1230
2019/03/30 00:00	1553871600	1281	116	1803	6939	5872	167	236	150	73	257	200	241	183	103	460	104	307	569	188	863	199	769	120	1232
2019/03/30 01:00	1553875200	1286	116	1805	6944	5882	167	236	150	74	257	201	241	183	103	460	104	307	569	188	863	199	772	120	1234
2019/03/30 02:00	1553878800	1288	116	1809	6960	5888	167	236	150	75	258	201	241	183	103	462	105	307	569	188	864	200	773	121	1235
2019/03/30 03:00	1553882400	1289	116	1812	6963	5897	167	236	150	75	258	201	241	184	103	462	105	308	569	188	865	203	775	121	1235
2019/03/30 04:00	1553886000	1290	116	1815	6967	5904	167	236	150	75	258	201	241	184	103	463	105	310	569	188	865	203	775	121	1236
2019/03/30 05:00	1553889600	1290	116	1817	6977	5905	168	236	150	75	258	201	241	184	103	463	105	310	569	188	865	203	777	122	1237
2019/03/30 06:00	1553893200	1290	116	1818	6984	5906	168	236	151	75	259	201	241	184	103	464	105	310	571	188	867	204	778	123	1238
2019/03/30 07:00	1553896800	1293	116	1819	6989	5912	168	236	152	75	259	202	241	184	103	464	105	310	571	188	867	204	778	123	1239
2019/03/30 08:00	1553900400	1295	116	1819	6989	5917	168	236	152	75	259	204	241	184	103	464	105	311	571	188	870	204	779	124	1240
2019/03/30 09:00	1553904000	1296	116	1824	6991	5923	168	236	152	75	259	204	241	184	103	466	105	311	571	189	871	205	780	124	1240
2019/03/30 10:00	1553907600	1300	116	1827	6994	5929	168	236	152	75	259	204	243	184	103	466	105	312	574	189	874	209	781	124	1241
2019/03/30 11:00	1553911200	1302	116	1828	6997	5934	168	237	153	75	259	205	243	184	103	470	106	312	576	189	874	210	781	124	1243
2019/03/30 12:00	1553914800	1302	116	1829	7005	5941	168	238	153	75	259	205	243	184	103	470	106	313	577	189	874	210	783	124	1244
2019/03/30 13:00	1553918400	1305	116	1829	7030	5953	168	238	154	76	260	207	243	184	104	470	106	313	578	189	877	210	786	124	1245
2019/03/30 14:00	1553922000	1306	116	1836	7049	5960	169	238	154	76	260	207	243	184	104	470	106	313	578	190	877	210	786	125	1246
2019/03/30 15:00	1553925600	1307	116	1838	7053	5968	169	238	154	76	261	208	243	184	104	470	106	313	578	190	878	211	786	125	1249
2019/03/30 16:00	1553929200	1308	116	1840	7060	5969	169	238	154	76	261	209	245	185	104	471	106	313	578	191	885	214	787	125	1250
2019/03/30 17:00	1553932800	1310	116	1844	7067	5977	169	238	154	76	261	209	245	185	104	471	106	313	579	191	885	216	788	125	1251
2019/03/30 18:00	1553936400	1310	116	1846	7070	5985	170	238	154	76	261	209	245	186	104	472	106	314	579	191	887	216	788	125	1251
2019/03/30 19:00	1553940000	1316	116	1848	7072	5991	170	238	154	77	261	209	245	186	104	472	106	314	580	191	888	217	789	125	1253
2019/03/30 20:00	1553943600	1319	116	1850	7100	5998	170	238	154	77	261	209	246	187	104	475	106	315	580	192	891	217	793	128	1256
2019/03/30 21:00	1553947200	1319	116	1856	7117	6009	170	238	154	77	262	210	246	187	104	476	106	315	580	193	894	218	794	128	1257
2019/03/30 22:00	1553950800	1320	116	1859	7121	6018	170	238	154	77	262	210	247	187	104	477	106	315	580	193	896	218	794	128	1259
2019/03/30 23:00	1553954400	1321	116	1860	7127	6024	170	239	155	77	262	210	247	187	104	479	106	316	580	193	898	219	794	128	1260
2019/03/31 00:00	1553958000	1321	116	1867	7132	6036	171	239	155	77	264	210	247	187	104	479	106	316	580	193	900	220	799	128	1260
2019/03/31 01:00	1553961600	1324	116	1870	7138	6046	171	240	156	77	264	211	248	187	104	479	107	318	580	195	900	220	802	128	1261
2019/03/31 02:00	1553965200	1325	116	1871	7145	6053	171	240	156	77	264	211	248	187	104	479	107	318	580	195	901	220	802	128	1261
2019/03/31 03:00	1553968800	1325	116	1873	7154	6061	172	240	156	77	264	211	248	187	104	479	107	319	580	195	903	220	804	128	1261
2019/03/31 04:00	1553972400	1328	116	1879	7165	6070	172	240	156	77	264	211	248	187	104	479	107	319	580	195	904	220	804	128	1261
2019/03/31 05:00	1553976000	1328	116	1880	7167	6071	172	240	156	77	264	212	249	187	104	480	107	319	580	195	904	220	804	128	1264
2019/03/31 06:00	1553979600	1330	116	1882	7168	6072	172	240	156	77	264	212	249	187	104	480	107	319	580	195	904	220	804	128	1265
2019/03/31 07:00	1553983200	1333	116	1882	7180	6074	172	240	156	77	265	213	249	187	104	480	107	319	582	196	906	221	806	128	1266
2019/03/31 08:00	1553986800	1335	116	1885	7183	6080	172	240	156	77	266	213	250	187	104	480	107	319	582	196	906	221	806	128	1268
2019/03/31 09:00	1553990400	1336	116	1889	7185	6083	172	240	157	77	266	213	250	187	104	480	107	319	583	196	911	221	808	130	1269
2019/03/31 10:00	1553994000	1337	116	1891	7188	6086	172	240	157	77	266	214	250	188	104	482	107	319	584	196	915	221	811	130	1269
2019/03/31 11:00	1553997600	1339	116	1891	7198	6096	172	240	157	77	267	215	250	188	104	483	107	319	585	196	915	221	814	130	1269
2019/03/31 12:00	1554001200	1340	116	1896	7219	6101	172	240	157	77	267	215	250	188	104	484	107	320	585	197	916	221	814	130	1269
2019/03/31 13:00	1554004800	1343	116	1898	7234	6111	172	241	157	77	268	215	250	188	104	485	107	321	585	197	917	221	816	130	1271
2019/03/31 14:00	1554008400	1347	116	1902	7255	6116	173	242	157	77	268	217	250	188	105	485	107	322	585	197	918	222	818	130	1273
2019/03/31 15:00	1554012000	1347	116	1905	7258	6121	173	242	158	78	268	217	250	188	105	485	107	324	586	197	918	223	820	130	1273
2019/03/31 16:00	1554015600	1347	116	1906	7267	6128	173	242	158	78	268	217	250	188	105	485	107	325	587	197	923	224	821	131	1273
2019/03/31 17:00	1554019200	1348	116	1907	7275	6136	173	242	158	78	269	219	250	188	105	486	107	325	588	197	925	225	823	131	1274
2019/03/31 18:00	1554022800	1349	116	1912	7294	6147	173	242	159	78	270	219	250	188	105	487	107	325	589	197	925	226	823	131	1276
2019/03/31 19:00	1554026400	1353	117	1914	7306	6152	173	242	159	78	270	219	250	188	105	487	107	326	589	198	926	228	824	131	1276
2019/03/31 20:00	1554030000	1357	117	1915	7325	6157	173	242	159	78	270	220	250	188	105	487	107	326	589	198	930	229	824	132	1278
2019/03/31 21:00	1554033600	1359	117	1915	7333	6164	174	242	159	78	270	220	251	188	105	488	108	327	591	198	930	230	826	132	1279
2019/03/31 22:00	1554037200	1360	117	1918	7335	6168	174	242	160	78	270	220	251	189	105	490	108	328	591	199	933	230	829	132	1279
2019/03/31 23:00	1554040800	1360	118	1922	7341	6174	174	242	161	79	271	221	253	189	105	490	108	328	591	199	934	230	831	133	1281
2019/04/01 00:00	1554044400	1360	118	1924	7363	6186	174	242	161	79	272	221	253	189	105	491	109	328	592	199	936	232	833	133	1282
2019/04/01 01:00	1554048000	1365	118	1934	7386	6220	174	245	161	80	273	221	257	192	105	493	109	331	593	199	941	234	836	133	1287
2019/04/01 02:00	1554051600	1372	118	1941	7396	6236	174	247	162	80	273	222	257	195	105	495	109	331	596	199	942	234	837	133	1290
2019/04/01 03:00	1554055200	1374	119	1942	7406	6239	174	247	162	80	273	222	257	196	105	496	109	332	596	200	942	236	838	133	1294
2019/04/01 04:00	1554058800	1375	119	1945	7427	6245	174	247	163	80	273	222	258	196	106	497	109	332	598	200	946	236	841	133	1294
2019/04/01 05:00	1554062400	1375	119	1945	7432	6248	174	247	163	80	273	222	259	196	106	497	109	332	599	200	946	236	842	133	1294
2019/04/01 06:00	1554066000	1376	119	1946	7434	6252	174	248	163	80	273	224	259	196	106	497	109	332	601	200	946	237	843	133	1295
2019/04/01 07:00	1554069600	1377	119	1949	7438	6258	174	248	164	80	274	224	260	196	107	497	109	332	601	200	947	238	845	134	1299
2019/04/01 08:00	1554073200	1383	119	1952	7444	6273	174	248	164	80	274	225	261	198	107	497	109	332	602	201	948	238	848	134	1301
2019/04/01 09:00	1554076800	1384	119	1958	7465	6283	174	249	164	80	274	226	262	198	107	499	109	332	602	201	951	240	848	134	1302
2019/04/01 10:00	1554080400	1385	119	1961	7479	6286	174	251	166	81	275	226	262	199	107	500	109	333	602	201	954	242	850	134	1303
2019/04/01 11:00	1554084000	1386	119	1964	7487	6291	174	251	166	81	275	228	263	199	107	500	109	333	602	201	955	244	851	134	1307
2019/04/01 12:00	1554087600	1388	119	1968	7491	6298	174	251	166	81	275	229	263	200	107	500	109	333	602	201	955	244	852	134	1307
2019/04/01 13:00	1554091200	1389	119	1970	7505	6303	175	252	166	81	275	232	264	203	107	500	109	335	602	201	957	244	852	134	1309
2019/04/01 14:00	1554094800	1391	119	1973	7518	6317	176	252	166	81	275	232	264	203	107	500	109	335	606	203	960	244	853	136	1309
2019/04/01 15:00	1554098400	1392	120	1975	7537	6322	176	253	166	81	275	232	264	204	108	500	110	336	607	203	961	245	855	136	1309
2019/04/01 16:00	1554102000	1392	120	1977	7539	6332	176	254	167	81	275	232	264	204	108	501	110	336	608	203	965	245	856	136	1309
2019/04/01 17:00	1554105600	1392	120	1979	7543	6338	176	254	167	81	275	232	264	204	108	501	110	337	608	203	967	245	857	136	1312
2019/04/01 18:00	1554109200	1393	120	1980	7557	6346	176	254	167	81	276	233	264	205	108	501	110	339	609	203	967	247	859	136	1312
2019/04/01 19:00	1554112800	1395	120	1987	7573	6354	176	255	168	81	276	235	265	206	109	502	110	339	611	203	968	247	860	136	1314
2019/04/01 20:00	1554116400	1399	120	1995	7582	6372	177	255	168	81	276	236	265	207	110	504	110	339	614	205	969	248	861	137	1322
2019/04/01 21:00	1554120000	1400	120	1999	7618	6386	177	257	168	81	276	239	267	211	110	506	110	340	617	205	972	251	864	137	1325
2019/04/01 22:00	1554123600	1403	120	2003	7625	6399	177	257	168	82	276	239	267	212	110	507	110	340	618	205	978	252	866	137	1329
2019/04/01 23:00	1554127200	1407	122	2009	7639	6411	178	258	169	82	277	240	268	213	110	508	110	340	619	205	979	252	869	137	1330
2019/04/02 00:00	1554130800	1409	122	2014	7652	6418	178	259	169	82	279	241	270	217	110	511	110	344	619	205	980	252	871	137	1332
2019/04/02 01:00	1554134400	1414	122	2017	7666	6428	178	259	171	82	279	241	272	217	110	511	110	344	620	205	982	252	873	138	1333
2019/04/02 02:00	1554138000	1415	122	2024	7681	6432	178	261	171	82	280	242	272	218	110	513	110	344	620	205	982	252	874	138	1333
2019/04/02 03:00	1554141600	1415	122	2026	7690	6434	179	262	172	82	280	243	272	220	111	513	110	344	620	205	983	252	874	139	1335
2019/04/02 04:00	1554145200	1415	122	2026	7691	6435	179	262	172	82	280	243	272	220	111	513	110	344	620	205	983	252	874	139	1337
2019/04/02 05:00	1554148800	1415	122	2027	7692	6439	179	262	172	82	280	244	272	220	111	513	110	344	621	205	983	252	875	139	1338
2019/04/02 06:00	1554152400	1416	122	2030	7693	6443	179	262	172	82	281	244	272	220	111	513	110	344	623	205	984	253	875	139	1338
2019/04/02 07:00	1554156000	1420	122	2032	7695	6447	179	262	172	82	281	244	272	220	111	513	111	345	624	205	985	253	878	141	1341
2019/04/02 08:00	1554159600	1424	122	2034	7701	6456	179	262	173	82	281	244	273	220	111	513	111	345	626	206	987	253	880	141	1341
2019/04/02 09:00	1554163200	1424	122	2042	7741	6459	180	263	174	82	281	244	274	221	111	516	111	345	626	208	992	253	884	142	1343
2019/04/02 10:00	1554166800	1424	122	2045	7746	6464	181	263	174	82	281	245	274	221	111	517	111	345	626	208	995	253	885	142	1343
2019/04/02 11:00	1554170400	1424	122	2048	7750	6474	182	263	174	82	281	247	274	222	111	517	111	345	626	208	997	253	887	142	1345
2019/04/02 12:00	1554174000	1426	122	2049	7754	6479	182	264	174	82	282	248	274	222	111	517	111	345	626	209	998	253	889	142	1349
2019/04/02 13:00	1554177600	1427	122	2052	7757	6482	182	264	174	82	282	249	274	222	111	517	111	345	627	209	1000	253	891	143	1349
2019/04/02 14:00	1554181200	1429	122	2054	7762	6489	182	265	174	82	282	249	274	223	111	518	111	345	627	209	1000	253	892	143	1350
2019/04/02 15:00	1554184800	1429	122	2056	7779	6494	182	265	174	82	282	249	274	224	111	518	111	345	627	210	1001	253	894	143	1351
2019/04/02 16:00	1554188400	1430	122	2062	7796	6500	182	265	175	82	283	249	274	224	111	519	111	346	629	210	1006	253	895	143	1351
2019/04/02 17:00	1554192000	1430	122	2066	7800	6502	182	265	176	82	283	249	276	224	111	519	111	346	629	210	1006	254	896	143	1352
2019/04/02 18:00	1554195600	1430	122	2068	7801	6507	182	265	176	82	284	249	276	224	111	519	111	346	631	210	1007	254	897	143	1352
2019/04/02 19:00	1554199200	1435	122	2073	7817	6515	182	267	176	82	284	251	276	224	111	519	111	346	631	211	1012	255	898	143	1358
2019/04/02 20:00	1554202800	1439	123	2074	7821	6525	182	267	177	82	284	251	276	224	111	519	111	346	633	211	1012	255	899	143	1361
2019/04/02 21:00	1554206400	1440	123	2077	7829	6537	182	268	177	82	284	251	276	224	111	520	112	347	635	211	1012	256	900	143	1362
2019/04/02 22:00	1554210000	1441	123	2079	7859	6541	182	268	177	82	284	252	277	226	113	521	112	348	637	213	1017	256	905	143	1362
2019/04/02 23:00	1554213600	1441	124	2083	7869	6543	182	268	178	83	284	252	277	227	114	521	112	349	637	213	1019	256	907	143	1364
2019/04/03 00:00	1554217200	1442	124	2089	7876	6550	182	269	178	83	285	252	277	228	114	523	112	351	640	213	1020	256	908	144	1365
2019/04/03 01:00	1554220800	1446	125	2091	7884	6555	182	269	178	83	285	252	279	228	114	524	112	351	640	213	1021	256	908	144	1367
2019/04/03 02:00	1554224400	1448	125	2093	7897	6564	183	269	178	83	285	254	279	228	114	524	112	351	641	215	1022	256	909	146	1367
2019/04/03 03:00	1554228000	1448	125	2096	7897	6565	183	269	180	83	285	254	279	228	114	524	112	351	641	215	1022	257	911	146	1368
2019/04/03 04:00	1554231600	1448	125	2096	7900	6570	183	269	180	83	285	254	279	228	114	524	112	351	641	215	1022	257	911	146	1368
2019/04/03 05:00	1554235200	1448	125	2099	7901	6571	183	269	181	83	285	254	279	228	114	524	112	351	642	215	1022	257	912	147	1368
2019/04/03 06:00	1554238800	1450	125	2099	7903	6571	183	269	181	83	286	254	279	228	114	524	112	353	643	215	1022	258	912	147	1368
2019/04/03 07:00	1554242400	1453	125	2101	7915	6574	183	269	181	83	288	255	279	228	114	524	113	353	645	215	1025	258	913	147	1371
2019/04/03 08:00	1554246000	1456	125	2105	7924	6581	183	269	181	83	288	255	279	228	114	524	113	353	646	216	1025	258	918	149	1372
2019/04/03 09:00	1554249600	1456	125	2114	7946	6586	184	269	181	83	288	257	279	228	116	526	113	353	647	216	1027	258	920	149	1374
2019/04/03 10:00	1554253200	1459	125	2116	7960	6589	184	269	181	83	288	257	279	228	116	527	114	353	647	216	1031	258	923	149	1374
2019/04/03 11:00	1554256800	1459	125	2117	7962	6592	184	270	181	84	288	257	279	228	116	527	114	353	647	216	1031	258	923	149	1376
2019/04/03 12:00	1554260400	1459	125	2120	7966	6597	184	270	181	84	288	257	279	228	116	527	114	353	647	216	1031	258	923	149	1376
2019/04/03 13:00	1554264000	1461	125	2122	7969	6604	184	270	183	84	289	257	280	229	116	527	114	353	647	216	1031	258	924	149	1378
2019/04/03 14:00	1554267600	1462	125	2123	7971	6609	184	270	184	84	290	258	281	230	116	527	114	353	648	216	1033	258	927	150	1379
2019/04/03 15:00	1554271200	1462	125	2123	7983	6615	184	270	184	84	290	260	282	231	116	527	115	353	648	217	1034	258	927	150	1380
2019/04/03 16:00	1554274800	1462	125	2125	8013	6621	184	271	184	84	290	260	284	231	116	527	115	356	650	218	1043	258	932	151	1381
2019/04/03 17:00	1554278400	1462	125	2128	8026	6623	185	272	184	84	292	260	284	231	116	527	115	356	650	218	1043	259	933	151	1383
2019/04/03 18:00	1554282000	1463	125	2130	8036	6632	186	272	184	84	292	260	285	232	116	528	115	356	650	218	1044	260	934	151	1383
2019/04/03 19:00	1554285600	1468	125	2133	8038	6639	186	272	185	84	292	260	285	232	116	528	115	357	651	219	1045	261	935	151	1385
2019/04/03 20:00	1554289200	1471	125	2135	8040	6642	186	272	185	84	292	261	285	233	116	528	115	357	655	219	1045	261	937	151	1386
2019/04/03 21:00	1554292800	1475	125	2135	8042	6652	186	272	185	84	293	263	286	233	116	528	116	358	657	219	1046	262	938	151	1386
2019/04/03 22:00	1554296400	1476	125	2137	8061	6660	186	273	185	84	293	263	287	235	118	528	116	359	658	219	1052	263	941	151	1388
2019/04/03 23:00	1554300000	1477	126	2142	8088	6671	186	273	187	84	294	264	288	235	118	532	116	360	658	219	1052	263	946	151	1390
2019/04/04 00:00	1554303600	1479	126	2145	8096	6678	186	273	187	84	294	264	289	235	118	532	116	360	661	220	1055	263	948	151	1390
2019/04/04 01:00	1554307200	1484	126	2148	8105	6687	186	273	188	84	294	264	289	235	118	534	116	360	662	220	1056	263	949	151	1390
2019/04/04 02:00	1554310800	1486	127	2149	8109	6692	187	273	188	84	294	264	290	236	118	534	116	360	662	220	1056	263	952	151	1392
2019/04/04 03:00	1554314400	1487	127	2151	8114	6698	187	273	188	84	294	264	290	236	118	535	116	360	662	220	1056	263	952	151	1392
2019/04/04 04:00	1554318000	1488	127	2152	8114	6701	187	273	189	84	294	264	290	236	118	535	116	360	662	220	1057	263	952	151	1392
2019/04/04 05:00	1554321600	1488	127	2152	8116	6708	187	273	189	84	294	264	291	236	118	535	116	360	662	220	1058	264	953	152	1393
2019/04/04 06:00	1554325200	1489	127	2154	8117	6709	187	273	189	84	294	264	292	236	118	535	116	361	664	220	1058	265	953	152	1393
2019/04/04 07:00	1554328800	1491	127	2155	8118	6711	187	275	189	84	295	264	292	236	119	535	117	361	665	221	1059	265	954	153	1395
2019/04/04 08:00	1554332400	1499	127	2157	8131	6718	187	275	192	84	295	264	292	236	120	535	117	362	668	221	1061	265	961	153	1396
2019/04/04 09:00	1554336000	1500	127	2162	8163	6723	187	275	192	84	296	269	292	236	120	536	117	362	669	222	1067	265	963	153	1398
2019/04/04 10:00	1554339600	1501	127	2165	8173	6728	187	275	192	84	296	270	292	236	120	537	117	363	670	222	1068	265	963	153	1399
2019/04/04 11:00	1554343200	1501	127	2166	8174	6731	187	275	193	84	296	270	293	236	120	538	117	363	670	222	1069	265	963	153	1401
2019/04/04 12:00	1554346800	1502	127	2166	8177	6737	187	275	193	84	296	270	293	236	120	538	117	364	670	222	1069	265	965	153	1404
2019/04/04 13:00	1554350400	1503	127	2169	8179	6740	187	275	194	84	296	270	293	237	120	538	117	364	670	222	1070	265	966	153	1405
2019/04/04 14:00	1554354000	1507	127	2173	8184	6751	188	275	194	84	296	270	293	237	120	538	117	364	670	222	1072	265	966	153	1407
2019/04/04 15:00	1554357600	1507	127	2175	8186	6756	188	275	194	84	297	272	293	238	120	539	117	364	670	222	1073	265	968	154	1407
2019/04/04 16:00	1554361200	1507	127	2176	8196	6759	188	275	194	85	297	273	293	238	120	539	117	364	670	222	1079	265	968	154	1407
2019/04/04 17:00	1554364800	1508	127	2180	8211	6763	188	275	194	86	297	273	294	238	120	540	117	364	670	223	1079	265	970	154	1409
2019/04/04 18:00	1554368400	1510	127	2181	8243	6769	189	275	195	86	297	275	296	238	121	540	117	364	674	224	1083	267	974	154	1412
2019/04/04 19:00	1554372000	1513	127	2184	8260	6776	189	276	195	86	299	275	296	238	122	542	117	365	677	224	1085	267	976	154	1414
2019/04/04 20:00	1554375600	1517	127	2186	8262	6789	189	276	196	86	299	275	297	238	122	543	117	365	679	225	1086	267	977	154	1416
2019/04/04 21:00	1554379200	1519	127	2186	8274	6797	189	276	196	86	300	275	297	238	122	544	117	366	681	225	1086	267	979	154	1418
2019/04/04 22:00	1554382800	1520	127	2187	8281	6803	189	276	197	86	300	276	297	239	122	544	117	367	681	225	1089	267	980	154	1420
2019/04/04 23:00	1554386400	1522	128	2191	8294	6811	189	276	197	86	301	278	297	240	122	545	117	367	684	226	1090	267	983	154	1421
2019/04/05 00:00	1554390000	1522	128	2195	8304	6824	189	276	197	86	301	278	297	240	123	546	117	367	684	226	1092	267	985	155	1421
2019/04/05 01:00	1554393600	1528	128	2197	8314	6828	189	277	198	86	301	278	297	242	123	547	117	368	684	226	1095	267	985	155	1423
2019/04/05 02:00	1554397200	1529	128	2199	8330	6833	189	277	198	86	301	278	297	242	125	549	117	369	685	226	1098	267	990	155	1424
